SurveyID,SampleDate,Survey,Comments
1,1995-04-24,1,
2,1995-04-25,1,
3,1995-04-26,1,
4,1995-04-27,1,
5,1995-04-28,1,
6,1995-05-08,2,
7,1995-05-09,2,
8,1995-05-10,2,
9,1995-05-11,2,
10,1995-05-12,2,
11,1995-05-22,3,
12,1995-05-23,3,
13,1995-05-24,3,
14,1995-05-25,3,
15,1995-05-26,3,
16,1995-06-05,4,
17,1995-06-06,4,
18,1995-06-07,4,
19,1995-06-08,4,
20,1995-06-09,4,
21,1995-06-19,5,
22,1995-06-20,5,
23,1995-06-21,5,
24,1995-06-22,5,
25,1995-06-23,5,
26,1995-06-24,5,
27,1995-07-03,6,
28,1995-07-04,6,
29,1995-07-05,6,
30,1995-07-06,6,
31,1995-07-07,6,
32,1995-07-10,6,
33,1995-07-17,7,
34,1995-07-18,7,
35,1995-07-19,7,
36,1995-07-20,7,
37,1995-07-21,7,
38,1995-07-24,7,
39,1995-07-31,8,
40,1995-08-01,8,
41,1995-08-03,8,
42,1995-08-04,8,
43,1995-08-07,8,
44,1995-08-08,8,
45,1996-04-10,1,
46,1996-04-11,1,
47,1996-04-12,1,
48,1996-04-13,1,
49,1996-04-14,1,
50,1996-04-16,1,
51,1996-04-17,1,
52,1996-04-24,2,
53,1996-04-25,2,
54,1996-04-26,2,
55,1996-04-27,2,
56,1996-04-28,2,
57,1996-04-29,2,
58,1996-04-30,2,
59,1996-05-09,3,
60,1996-05-10,3,
61,1996-05-11,3,
62,1996-05-12,3,
63,1996-05-13,3,
64,1996-05-14,3,
65,1996-05-21,4,
66,1996-05-22,4,
67,1996-05-23,4,
68,1996-05-24,4,
69,1996-05-28,4,
70,1996-05-29,4,
71,1996-06-08,5,
72,1996-06-09,5,
73,1996-06-10,5,
74,1996-06-11,5,
75,1996-06-13,5,
76,1996-06-14,5,
77,1996-06-24,6,
78,1996-06-25,6,
79,1996-06-26,6,
80,1996-06-27,6,
81,1996-06-28,6,
82,1996-06-29,6,
83,1996-07-08,7,
84,1996-07-09,7,
85,1996-07-10,7,
86,1996-07-11,7,
87,1996-07-12,7,
88,1996-07-13,7,
89,1996-07-22,8,
90,1996-07-23,8,
91,1996-07-24,8,
92,1996-07-25,8,
93,1996-07-26,8,
94,1996-07-27,8,
95,1997-03-31,1,
96,1997-04-01,1,
98,1997-04-03,1,
99,1997-04-04,1,
100,1997-04-05,1,
101,1997-04-14,2,
102,1997-04-15,2,
103,1997-04-16,2,
104,1997-04-17,2,
105,1997-04-18,2,
106,1997-04-19,2,
107,1997-04-28,3,
108,1997-04-29,3,
109,1997-04-30,3,
110,1997-05-01,3,
111,1997-05-02,3,
112,1997-05-03,3,
113,1997-05-12,4,
114,1997-05-13,4,
115,1997-05-14,4,
116,1997-05-15,4,
117,1997-05-16,4,
118,1997-05-17,4,
119,1997-05-27,5,
120,1997-05-28,5,
121,1997-05-30,5,
122,1997-05-31,5,
123,1997-06-01,5,
124,1997-06-09,6,
125,1997-06-10,6,
126,1997-06-11,6,
127,1997-06-12,6,
128,1997-06-13,6,
129,1997-06-14,6,
130,1997-06-24,7,
131,1997-06-25,7,
132,1997-06-26,7,
133,1997-06-27,7,
134,1997-06-28,7,
135,1997-06-29,7,
136,1997-07-08,8,
137,1997-07-09,8,
138,1997-07-10,8,
139,1997-07-11,8,
140,1997-07-12,8,
141,1997-07-13,8,
142,1997-07-22,9,
143,1997-07-23,9,
144,1997-07-24,9,
145,1997-07-25,9,
146,1997-07-26,9,
147,1998-04-06,1,
148,1998-04-07,1,
149,1998-04-08,1,
150,1998-04-09,1,
151,1998-04-10,1,
152,1998-04-11,1,
153,1998-04-21,2,
154,1998-04-22,2,
155,1998-04-23,2,
156,1998-04-24,2,
157,1998-04-25,2,
158,1998-05-04,3,
159,1998-05-05,3,
160,1998-05-06,3,
161,1998-05-07,3,
162,1998-05-08,3,
163,1998-05-09,3,
164,1998-05-18,4,
165,1998-05-19,4,
166,1998-05-20,4,
167,1998-05-21,4,
168,1998-05-22,4,
169,1998-05-23,4,
170,1998-06-01,5,
171,1998-06-02,5,
172,1998-06-03,5,
173,1998-06-04,5,
174,1998-06-05,5,
175,1998-06-06,5,
176,1998-06-15,6,
177,1998-06-16,6,
178,1998-06-17,6,
179,1998-06-18,6,
180,1998-06-19,6,
181,1998-06-20,6,
182,1998-06-28,7,
183,1998-06-29,7,
184,1998-06-30,7,
185,1998-07-01,7,
186,1998-07-02,7,
187,1998-07-03,7,
188,1998-07-13,8,
189,1998-07-14,8,
190,1998-07-15,8,
191,1998-07-17,8,
192,1998-07-18,8,
193,1998-07-27,9,
194,1998-07-28,9,
195,1998-07-29,9,
196,1998-07-30,9,
197,1998-07-31,9,
198,1998-08-01,9,
199,1999-04-12,1,
200,1999-04-13,1,
201,1999-04-14,1,
202,1999-04-15,1,
203,1999-04-16,1,
204,1999-04-17,1,
205,1999-04-26,2,
206,1999-04-27,2,
207,1999-04-28,2,
208,1999-04-29,2,
209,1999-04-30,2,
210,1999-05-01,2,
211,1999-05-10,3,
212,1999-05-11,3,
213,1999-05-12,3,
214,1999-05-13,3,
215,1999-05-14,3,
216,1999-05-15,3,
217,1999-05-23,4,
218,1999-05-24,4,
219,1999-05-25,4,
220,1999-05-28,4,
221,1999-06-02,10,
222,1999-06-07,5,
223,1999-06-08,5,
224,1999-06-09,5,
225,1999-06-10,5,
226,1999-06-11,5,
227,1999-06-12,5,
228,1999-06-14,11,
229,1999-06-21,6,
230,1999-06-22,6,
231,1999-06-23,6,
232,1999-06-24,6,
233,1999-06-25,6,
234,1999-06-26,6,
235,1999-06-28,12,
236,1999-07-06,7,
237,1999-07-07,7,
238,1999-07-08,7,
239,1999-07-09,7,
240,1999-07-10,7,
241,1999-07-19,8,
242,1999-07-20,8,
243,1999-07-21,8,
244,1999-07-22,8,
245,1999-07-23,8,
246,1999-07-24,8,
247,2000-03-20,1,
248,2000-03-21,1,
249,2000-03-22,1,
250,2000-03-23,1,
251,2000-03-24,1,
252,2000-03-25,1,
253,2000-04-03,2,
254,2000-04-04,2,
255,2000-04-05,2,
256,2000-04-06,2,
257,2000-04-07,2,
258,2000-04-08,2,
259,2000-04-17,3,
260,2000-04-18,3,
261,2000-04-19,3,
262,2000-04-20,3,
263,2000-04-21,3,
264,2000-04-22,3,
265,2000-05-01,4,
266,2000-05-02,4,
267,2000-05-03,4,
268,2000-05-04,4,
269,2000-05-05,4,
270,2000-05-07,10,
271,2000-05-08,10,
272,2000-05-09,10,
273,2000-05-15,5,
274,2000-05-16,5,
275,2000-05-17,5,
276,2000-05-18,5,
277,2000-05-19,5,
278,2000-05-22,11,
279,2000-05-23,11,
280,2000-05-24,11,
281,2000-05-29,6,
282,2000-05-30,6,
283,2000-05-31,6,
284,2000-06-01,6,
285,2000-06-02,6,
286,2000-06-02,12,
287,2000-06-05,12,
288,2000-06-06,12,
289,2000-06-07,12,
290,2000-06-12,7,
291,2000-06-13,7,
292,2000-06-14,7,
293,2000-06-15,7,
294,2000-06-16,7,
295,2000-06-17,7,
296,2000-06-26,8,
297,2000-06-27,8,
298,2000-06-28,8,
299,2000-06-29,8,
300,2000-06-30,8,
301,2000-07-10,9,
302,2000-07-11,9,
303,2000-07-13,9,
304,2000-07-14,9,
305,2000-07-15,9,
306,2001-03-19,1,
307,2001-03-20,1,
308,2001-03-21,1,
309,2001-03-22,1,
310,2001-03-23,1,
311,2001-03-24,1,
312,2001-04-02,2,
313,2001-04-03,2,
314,2001-04-04,2,
315,2001-04-05,2,
316,2001-04-06,2,
317,2001-04-07,2,
318,2001-04-16,3,
319,2001-04-17,3,
320,2001-04-18,3,
321,2001-04-19,3,
322,2001-04-20,3,
323,2001-04-21,3,
324,2001-04-30,4,
325,2001-05-01,4,
326,2001-05-03,4,
327,2001-05-04,4,
328,2001-05-05,4,
329,2001-05-07,4,
330,2001-05-14,5,
331,2001-05-15,5,
332,2001-05-16,5,
333,2001-05-17,5,
334,2001-05-18,5,
335,2001-05-19,5,
336,2001-05-29,6,
337,2001-05-30,6,
338,2001-05-31,6,
339,2001-06-01,6,
340,2001-06-02,6,
341,2001-06-04,6,
342,2001-06-11,7,
343,2001-06-12,7,
344,2001-06-13,7,
345,2001-06-14,7,
346,2001-06-15,7,
347,2001-06-16,7,
348,2001-06-25,8,
349,2001-06-26,8,
350,2001-06-27,8,
351,2001-06-28,8,
352,2001-06-29,8,
353,2001-06-30,8,
354,2001-07-09,9,
355,2002-03-18,1,
356,2002-03-19,1,
357,2002-03-20,1,
358,2002-03-21,1,
359,2002-03-22,1,
360,2002-03-23,1,
361,2002-04-02,2,
362,2002-04-03,2,
363,2002-04-04,2,
364,2002-04-05,2,
365,2002-04-06,2,
366,2002-04-07,2,
367,2002-04-15,3,
368,2002-04-16,3,
369,2002-04-17,3,
370,2002-04-18,3,
371,2002-04-19,3,
372,2002-04-20,3,
373,2002-04-29,4,
374,2002-04-30,4,
375,2002-05-01,4,
376,2002-05-02,4,
377,2002-05-03,4,
378,2002-05-04,4,
379,2002-05-13,5,
380,2002-05-14,5,
381,2002-05-15,5,
382,2002-05-16,5,
383,2002-05-17,5,
384,2002-05-18,5,
385,2002-05-28,6,
386,2002-05-29,6,
387,2002-05-30,6,
388,2002-05-31,6,
389,2002-06-01,6,
390,2002-06-02,6,
391,2002-06-10,7,
392,2002-06-11,7,
393,2002-06-12,7,
394,2002-06-14,7,
395,2002-06-15,7,
396,2002-06-24,8,
397,2002-06-25,8,
398,2002-06-26,8,
399,2002-06-27,8,
400,2002-06-28,8,
401,2002-06-29,8,
402,2003-03-24,1,
403,2003-03-25,1,
404,2003-03-26,1,
405,2003-03-27,1,
406,2003-03-28,1,
407,2003-03-29,1,
408,2003-04-07,2,
409,2003-04-08,2,
410,2003-04-09,2,
411,2003-04-10,2,
412,2003-04-11,2,
413,2003-04-12,2,
414,2003-04-21,3,
415,2003-04-22,3,
416,2003-04-23,3,
417,2003-04-24,3,
418,2003-04-25,3,
419,2003-04-26,3,
420,2003-05-05,4,
421,2003-05-06,4,
422,2003-05-07,4,
423,2003-05-08,4,
424,2003-05-09,4,
425,2003-05-10,4,
426,2003-05-19,5,
427,2003-05-20,5,
428,2003-05-21,5,
429,2003-05-22,5,
430,2003-05-23,5,
431,2003-05-24,5,
432,2003-06-02,6,
433,2003-06-03,6,
434,2003-06-04,6,
435,2003-06-05,6,
436,2003-06-06,6,
437,2003-06-07,6,
438,2003-06-16,7,
439,2003-06-17,7,
440,2003-06-18,7,
441,2003-06-19,7,
442,2003-06-20,7,
443,2003-06-21,7,
444,2003-06-30,8,
445,2003-07-01,8,
446,2003-07-02,8,
447,2003-07-03,8,
448,2004-03-29,1,
449,2004-03-30,1,
450,2004-04-01,1,
451,2004-04-03,1,
452,2004-04-12,2,
453,2004-04-13,2,
454,2004-04-14,2,
455,2004-04-15,2,
456,2004-04-16,2,
457,2004-04-26,3,
458,2004-04-27,3,
459,2004-04-28,3,
460,2004-04-29,3,
461,2004-04-30,3,
462,2004-05-10,4,
463,2004-05-11,4,
464,2004-05-12,4,
465,2004-05-14,4,
466,2004-05-15,4,
467,2004-05-24,5,
468,2004-05-25,5,
469,2004-05-26,5,
470,2004-05-27,5,
471,2004-05-28,5,
472,2004-06-07,6,
473,2004-06-08,6,
474,2004-06-09,6,
475,2004-06-10,6,
476,2004-06-11,6,
477,2004-06-12,6,
478,2004-06-21,7,
479,2004-06-22,7,
480,2004-06-23,7,
481,2004-06-24,7,
482,2004-06-25,7,
483,2004-07-06,8,
484,2004-07-07,8,
485,2004-07-08,8,
486,2004-07-09,8,
487,2004-07-10,8,
488,2005-03-14,1,
489,2005-03-15,1,
490,2005-03-16,1,
491,2005-03-17,1,
492,2005-03-18,1,
493,2005-03-19,1,
494,2005-03-28,2,
495,2005-03-29,2,
496,2005-03-30,2,
497,2005-04-01,2,
498,2005-04-02,2,
499,2005-04-11,3,
500,2005-04-12,3,
501,2005-04-13,3,
502,2005-04-14,3,
503,2005-04-15,3,
504,2005-04-16,3,
505,2005-04-25,4,
506,2005-04-26,4,
507,2005-04-27,4,
508,2005-04-28,4,
509,2005-04-29,4,
510,2005-05-09,5,
511,2005-05-10,5,
512,2005-05-11,5,
513,2005-05-12,5,
514,2005-05-13,5,
515,2005-05-23,6,
516,2005-05-24,6,
517,2005-05-25,6,
518,2005-05-26,6,
519,2005-05-27,6,
520,2005-06-06,7,
521,2005-06-07,7,
522,2005-06-08,7,
523,2005-06-09,7,
524,2005-06-10,7,
525,2005-06-11,7,
526,2005-06-20,8,
527,2005-06-21,8,
528,2005-06-22,8,
529,2005-06-23,8,
530,2005-06-24,8,
531,2005-07-05,9,
532,2005-07-06,9,
533,2005-07-07,9,
534,2005-07-08,9,
535,2005-07-09,9,
536,2006-03-20,1,
537,2006-03-21,1,
538,2006-03-22,1,
539,2006-03-23,1,
540,2006-03-24,1,
541,2006-03-25,1,
542,2006-04-03,2,
543,2006-04-04,2,
544,2006-04-05,2,
545,2006-04-06,2,
546,2006-04-07,2,
547,2006-04-08,2,
548,2006-04-17,3,
549,2006-04-18,3,
550,2006-04-19,3,
551,2006-04-20,3,
552,2006-04-21,3,
553,2006-04-22,3,
554,2006-05-01,4,
555,2006-05-02,4,
556,2006-05-03,4,
557,2006-05-04,4,
558,2006-05-05,4,
559,2006-05-06,4,
560,2006-05-15,5,
561,2006-05-16,5,
562,2006-05-17,5,
563,2006-05-18,5,
564,2006-05-19,5,
565,2006-05-20,5,
566,2006-05-30,6,
567,2006-05-31,6,
568,2006-06-01,6,
569,2006-06-02,6,
570,2006-06-03,6,
571,2006-06-12,7,
572,2006-06-13,7,
573,2006-06-14,7,
574,2006-06-15,7,
575,2006-06-16,7,
576,2006-06-17,7,
577,2006-06-26,8,
578,2006-06-27,8,
579,2006-06-28,8,
580,2006-06-29,8,
581,2006-06-30,8,
582,2006-07-01,8,
583,2006-07-10,9,
584,2006-07-11,9,
585,2006-07-12,9,
586,2006-07-13,9,
587,2006-07-14,9,
588,2006-07-15,9,
589,2007-03-13,1,
590,2007-03-14,1,
591,2007-03-16,1,
592,2007-03-17,1,
593,2007-03-26,2,
594,2007-03-27,2,
595,2007-03-28,2,
596,2007-03-29,2,
597,2007-03-30,2,
598,2007-04-09,3,
599,2007-04-10,3,
600,2007-04-11,3,
601,2007-04-12,3,
602,2007-04-13,3,
603,2007-04-23,4,
604,2007-04-24,4,
605,2007-04-25,4,
606,2007-04-26,4,
607,2007-04-27,4,
608,2007-05-07,5,
609,2007-05-09,5,
610,2007-05-10,5,
611,2007-05-11,5,
612,2007-05-12,5,
613,2007-05-21,6,
614,2007-05-22,6,
615,2007-05-23,6,
616,2007-05-24,6,
617,2007-05-25,6,
618,2007-05-26,6,
619,2007-06-04,7,
620,2007-06-05,7,
621,2007-06-06,7,
622,2007-06-07,7,
623,2007-06-08,7,
624,2007-06-09,7,
625,2007-06-18,8,
626,2007-06-19,8,
627,2007-06-20,8,
628,2007-06-21,8,
629,2007-06-22,8,
630,2007-06-23,8,
631,2007-07-02,9,
632,2007-07-03,9,
633,2007-07-05,9,
634,2007-07-06,9,
635,2007-07-07,9,
636,2008-03-03,11,
637,2008-03-05,11,
638,2008-03-06,11,
639,2008-03-07,11,
640,2008-03-17,1,
641,2008-03-18,1,
642,2008-03-19,1,
643,2008-03-20,1,
644,2008-03-21,1,
645,2008-04-01,2,
646,2008-04-02,2,
647,2008-04-03,2,
648,2008-04-04,2,
649,2008-04-14,3,
650,2008-04-15,3,
651,2008-04-16,3,
652,2008-04-17,3,
653,2008-04-18,3,
654,2008-04-28,4,
655,2008-04-29,4,
656,2008-04-30,4,
657,2008-05-01,4,
658,2008-05-02,4,
659,2008-05-12,5,
660,2008-05-13,5,
661,2008-05-15,5,
662,2008-05-16,5,
663,2008-05-27,6,
664,2008-05-28,6,
665,2008-05-29,6,
666,2008-05-30,6,
667,2008-06-09,7,
668,2008-06-10,7,
669,2008-06-11,7,
670,2008-06-12,7,
671,2008-06-13,7,
672,2008-06-23,8,
673,2008-06-24,8,
674,2008-06-25,8,
675,2008-06-26,8,
676,2008-06-27,8,
677,2008-07-07,9,
678,2008-07-08,9,
679,2008-07-09,9,
680,2008-07-10,9,
681,2008-07-11,9,
682,2009-03-09,1,
683,2009-03-10,1,
684,2009-03-11,1,
685,2009-03-12,1,
686,2009-03-13,1,
687,2009-03-23,2,
688,2009-03-24,2,
689,2009-03-25,2,
690,2009-03-26,2,
691,2009-03-27,2,
692,2009-04-06,3,
693,2009-04-07,3,
694,2009-04-08,3,
695,2009-04-09,3,
696,2009-04-20,4,
697,2009-04-21,4,
698,2009-04-22,4,
699,2009-04-23,4,
700,2009-04-24,4,
701,2009-05-04,5,
702,2009-05-05,5,
703,2009-05-06,5,
704,2009-05-07,5,
705,2009-05-08,5,
706,2009-05-18,6,
707,2009-05-19,6,
708,2009-05-20,6,
709,2009-05-21,6,
710,2009-05-22,6,
711,2009-06-01,7,
712,2009-06-02,7,
713,2009-06-03,7,
714,2009-06-04,7,
715,2009-06-15,8,
716,2009-06-16,8,
717,2009-06-17,8,
718,2009-06-29,9,
719,2009-06-30,9,
720,2009-07-01,9,
721,2009-07-02,9,
722,2010-03-15,1,
723,2010-03-16,1,
724,2010-03-17,1,
725,2010-03-18,1,
726,2010-03-29,2,
727,2010-03-30,2,
728,2010-04-01,2,
729,2010-04-12,3,
730,2010-04-13,3,
731,2010-04-14,3,
732,2010-04-15,3,
733,2010-04-26,4,
734,2010-04-27,4,
735,2010-04-28,4,
736,2010-04-29,4,
737,2010-05-10,5,
738,2010-05-11,5,
739,2010-05-12,5,
740,2010-05-13,5,
741,2010-05-24,6,
742,2010-05-25,6,
743,2010-05-26,6,
744,2010-05-27,6,
745,2010-06-07,7,
746,2010-06-08,7,
747,2010-06-09,7,
748,2010-06-10,7,
749,2010-06-21,8,
750,2010-06-22,8,
751,2010-06-23,8,
752,2010-06-24,8,
753,2010-06-25,8,
754,2010-07-06,9,
755,2010-07-07,9,
756,2010-07-08,9,
757,2011-03-14,1,
758,2011-03-15,1,
759,2011-03-16,1,
760,2011-03-17,1,
761,2011-03-28,2,
762,2011-03-29,2,
763,2011-03-30,2,
764,2011-04-01,2,
765,2011-04-11,3,
766,2011-04-12,3,
767,2011-04-13,3,
768,2011-04-14,3,
769,2011-04-25,4,
770,2011-04-26,4,
771,2011-04-27,4,
772,2011-04-28,4,
773,2011-05-09,5,
774,2011-05-10,5,
775,2011-05-11,5,
776,2011-05-12,5,
777,2011-05-23,6,
778,2011-05-24,6,
779,2011-05-25,6,
780,2011-05-26,6,
781,2011-06-06,7,
782,2011-06-07,7,
783,2011-06-08,7,
784,2011-06-09,7,
785,2011-06-20,8,
786,2011-06-21,8,
787,2011-06-22,8,
788,2011-06-23,8,
789,2011-07-05,9,
790,2011-07-06,9,
791,2011-07-07,9,
792,2011-07-08,9,
793,2012-03-12,1,
794,2012-03-13,1,
795,2012-03-14,1,
796,2012-03-15,1,
797,2012-03-26,2,
798,2012-03-27,2,
799,2012-03-28,2,
800,2012-03-29,2,
801,2012-04-09,3,
802,2012-04-10,3,
803,2012-04-11,3,
804,2012-04-12,3,
805,2012-04-23,4,
806,2012-04-24,4,
807,2012-04-25,4,
808,2012-04-26,4,
809,2012-05-07,5,
810,2012-05-08,5,
811,2012-05-09,5,
812,2012-05-10,5,
813,2012-05-21,6,
814,2012-05-22,6,
815,2012-05-23,6,
816,2012-05-24,6,
817,2012-06-04,7,
818,2012-06-05,7,
819,2012-06-06,7,
820,2012-06-07,7,
821,2012-06-18,8,
822,2012-06-19,8,
823,2012-06-20,8,
824,2012-06-21,8,
825,2012-07-09,9,
826,2012-07-10,9,
827,2012-07-11,9,
828,2012-07-12,9,
829,2013-03-11,1,
830,2013-03-12,1,
831,2013-03-13,1,
832,2013-03-14,1,
833,2013-03-25,2,
834,2013-03-26,2,
835,2013-03-27,2,
836,2013-03-28,2,
837,2013-04-08,3,
838,2013-04-09,3,
839,2013-04-10,3,
840,2013-04-11,3,
841,2013-04-22,4,
842,2013-04-23,4,
843,2013-04-24,4,
844,2013-04-25,4,
845,2013-05-06,5,
846,2013-05-07,5,
847,2013-05-08,5,
848,2013-05-09,5,
849,2013-05-20,6,
850,2013-05-21,6,
851,2013-05-22,6,
852,2013-05-23,6,
853,2013-06-03,7,
854,2013-06-04,7,
855,2013-06-05,7,
856,2013-06-06,7,
857,2013-06-17,8,
858,2013-06-18,8,
859,2013-06-19,8,
860,2013-06-20,8,
861,2013-07-01,9,
862,2013-07-02,9,
863,2013-07-03,9,
864,2014-03-17,1,
865,2014-03-18,1,
866,2014-03-19,1,
867,2014-03-20,1,
868,2014-03-21,1,
869,2014-04-01,2,
870,2014-04-02,2,
871,2014-04-03,2,
872,2014-04-04,2,
873,2014-04-14,3,
874,2014-04-15,3,
875,2014-04-16,3,
876,2014-04-17,3,
877,2014-04-28,4,
878,2014-04-29,4,
879,2014-04-30,4,
880,2014-05-01,4,
881,2014-05-12,5,
882,2014-05-13,5,
883,2014-05-14,5,
884,2014-05-15,5,
885,2014-05-27,6,
886,2014-05-29,6,
887,2014-06-02,6,
888,2014-06-09,7,
889,2014-06-10,7,
890,2014-06-11,7,
891,2014-06-12,7,
892,2014-06-23,8,
893,2014-06-24,8,
894,2014-06-25,8,
895,2014-06-26,8,
896,2014-07-07,9,
897,2014-07-08,9,
898,2014-07-09,9,
899,2014-07-10,9,
900,2015-03-16,1,
901,2015-03-17,1,
902,2015-03-18,1,
903,2015-03-19,1,
904,2015-03-20,1,
905,2015-03-30,2,
906,2015-04-01,2,
907,2015-04-02,2,
908,2015-04-03,2,
909,2015-04-06,2,
910,2015-04-07,2,
911,2015-04-08,2,
912,2015-04-13,3,
913,2015-04-14,3,
914,2015-04-15,3,
915,2015-04-16,3,
916,2015-04-27,4,
917,2015-04-28,4,
918,2015-04-29,4,
919,2015-04-30,4,
920,2015-05-11,5,
921,2015-05-12,5,
922,2015-05-13,5,
923,2015-05-14,5,
924,2015-05-26,6,
925,2015-05-27,6,
926,2015-05-28,6,
927,2015-05-29,6,
928,2015-06-08,7,
929,2015-06-09,7,
930,2015-06-10,7,
931,2015-06-11,7,
932,2015-06-22,8,
933,2015-06-23,8,
934,2015-06-24,8,
935,2015-06-25,8,
936,2015-07-06,9,
937,2015-07-07,9,
938,2015-07-08,9,
939,2016-03-14,1,
940,2016-03-15,1,
941,2016-03-16,1,
942,2016-03-17,1,
943,2016-03-28,2,
944,2016-03-29,2,
945,2016-03-30,2,
946,2016-03-31,2,
947,2016-04-11,3,
948,2016-04-12,3,
949,2016-04-13,3,
950,2016-04-14,3,
951,2016-04-25,4,
952,2016-04-26,4,
953,2016-04-27,4,
954,2016-04-28,4,
955,2016-05-10,5,
956,2016-05-11,5,
957,2016-05-12,5,
958,2016-05-13,5,
959,2016-05-23,6,
960,2016-05-24,6,
961,2016-05-25,6,
962,2016-05-26,6,
963,2016-06-06,7,
964,2016-06-07,7,
965,2016-06-08,7,
966,2016-06-09,7,
967,2016-06-20,8,
968,2016-06-21,8,
969,2016-06-22,8,
970,2016-06-23,8,
971,2016-07-05,9,
972,2016-07-06,9,
973,2016-07-07,9,
974,2017-03-13,1,
975,2017-03-14,1,
976,2017-03-15,1,
977,2017-03-27,2,
978,2017-03-16,1,
979,2017-03-28,2,
980,2017-03-29,2,
981,2017-03-30,2,
982,2017-04-10,3,
983,2017-04-11,3,
984,2017-04-12,3,
985,2017-04-13,3,
986,2017-04-24,4,
987,2017-04-25,4,
988,2017-04-26,4,
989,2017-04-27,4,
990,2017-05-08,5,
991,2017-05-09,5,
992,2017-05-10,5,
993,2017-05-11,5,
994,2017-05-22,6,
995,2017-05-23,6,
996,2017-05-24,6,
997,2017-06-05,7,
998,2017-06-06,7,
999,2017-06-07,7,
1000,2017-05-25,6,
1001,2017-06-19,8,
1002,2017-06-20,8,
1003,2017-06-21,8,
1004,2017-07-05,9,
1005,2017-07-06,9,
1006,2017-07-07,9,
1007,2017-06-08,7,
1008,2017-06-22,8,
1009,2018-03-12,1,
1010,2018-03-13,1,
1011,2018-03-14,1,
1012,2018-03-15,1,
1013,2018-03-26,2,
1014,2018-03-27,2,
1015,2018-03-28,2,
1016,2018-03-29,2,
1017,2018-04-09,3,
1018,2018-04-10,3,
1019,2018-04-11,3,
1020,2018-04-12,3,
1021,2018-04-23,4,
1022,2018-04-24,4,
1023,2018-04-25,4,
1024,2018-04-27,4,
1025,2018-05-07,5,
1026,2018-05-08,5,
1027,2018-05-09,5,
1028,2018-05-10,5,
1029,2018-05-21,6,
1030,2018-05-22,6,
1031,2018-05-23,6,
1032,2018-05-24,6,
1033,2018-06-04,7,
1034,2018-06-05,7,
1035,2018-06-06,7,
1036,2018-06-07,7,
1037,2018-06-18,8,
1038,2018-06-19,8,
1039,2018-06-20,8,
1040,2018-06-21,8,
1041,2018-07-02,9,
1042,2018-07-03,9,
1043,2018-07-05,9,
1044,2018-07-06,9,
1045,2019-03-11,1,
1046,2019-03-12,1,
1047,2019-03-13,1,
1048,2019-03-27,2,
1049,2019-03-25,2,
1050,2019-03-26,2,
1051,2019-03-28,2,
1052,2019-04-08,3,
1053,2019-04-09,3,
1054,2019-04-10,3,
1055,2019-04-22,4,
1056,2019-04-23,4,
1057,2019-04-29,4,
1058,2019-04-24,4,
1059,2019-04-26,4,
1060,2019-04-25,4,
1061,2019-05-06,5,
1062,2019-05-07,5,
1063,2019-05-08,5,
1064,2019-05-13,5,
1065,2019-05-20,6,
1066,2019-05-21,6,
1067,2019-05-22,6,
1068,2019-06-03,7,
1070,2019-06-04,7,
1071,2019-06-05,7,
1072,2019-05-14,5,
1073,2019-06-17,8,
1074,2019-06-18,8,
1075,2019-07-01,9,
1076,2019-07-02,9,
1077,2019-05-23,6,
1078,2019-05-09,5,
1079,2019-05-10,5,
1080,2019-06-06,7,
1081,2019-07-03,9,
1082,2019-03-14,1,
1083,2019-04-11,3,
1085,2019-06-19,8,
1086,2019-06-20,8,
1087,2020-03-16,1,
1089,2020-03-17,1,
1096,2020-03-18,1,
1099,2020-04-13,3,
1100,2020-04-14,3,
1101,2020-04-15,3,
1102,2020-04-27,4,
1106,2020-04-29,4,
1107,2020-04-28,4,
1108,2020-05-13,5,
1109,2020-05-12,5,
1110,2020-05-11,5,
1111,2020-05-14,5,
1112,2020-05-15,5,
1113,2020-05-18,5,
1116,2020-05-26,6,
1117,2020-05-27,6,
1118,2020-05-28,6,
1121,2020-05-29,6,
1122,2020-06-02,6,
1123,2020-06-09,7,
1124,2020-06-08,7,
1125,2020-06-10,7,
1126,2020-06-11,7,
1127,2020-06-12,7,
1128,2020-06-22,8,
1129,2020-06-23,8,
1130,2020-06-24,8,
1131,2020-06-25,8,
1132,2020-07-07,9,
1133,2020-07-06,9,
1134,2020-07-09,9,
1135,2020-07-10,9,
1136,2020-07-08,9,
